Country,Region,HDI_Category,Population,Screening_Rate,Median_Age,Urbanization_Rate,Healthcare_Expenditure,GDP_Per_Capita,Obesity_Rate,Smoking_Rate,Alcohol_Consumption,Physical_Activity_Rate,Family_History_Rate,Breastfeeding_Rate,Average_Diagnosis_Age,Survival_Rate,Access_To_Care,Education_Level,Women_Population,Breast_Cancer_Cases,Breast_Cancer_Deaths,Cases_Per_100K,Deaths_Per_100K,Mortality_Rate
United States,Oceania,High,45415429,70.02,35,58.09,9863,39858,37.26,6.61,7.31,54.94,44.06,60.41,37,57.5,45.36,Tertiary,22551401,48633,9050,215.65,40.13,18.61
Pakistan,North America,High,12701061,81.36,41,39.36,7965,33650,32.95,5.23,14.83,30.11,49.27,87.29,51,75.68,30.96,Secondary,6306815,13600,2530,215.64,40.12,18.6
Germany,Asia,Medium,127173297,52.68,45,56.97,508,8748,9.98,6.34,2.95,69.2,10.82,60.1,49,81.3,56.55,Secondary,63148935,136183,25343,215.65,40.13,18.61
China,Europe,Low,13697596,25.47,45,42.61,8585,6531,23.08,8.34,11.95,73.92,35.63,79.99,30,87.93,56.94,Primary,6801652,14668,2729,215.65,40.12,18.61
Bangladesh,Asia,Low,79193658,43.38,36,52.97,7671,42518,48.9,5,5.94,40.76,43.76,78.82,59,72.52,88.82,Tertiary,39324255,84804,15781,215.65,40.13,18.61
Canada,Europe,Medium,58211565,63.08,49,49.21,3555,14197,24.62,13.1,6.97,72.42,28.52,40.1,50,94.61,47.39,Primary,28905426,62335,11600,215.65,40.13,18.61
China,North America,Low,140068974,71.61,27,67.95,1398,33314,6.02,10.96,4.49,33.99,28.59,40.88,69,95.63,61.95,Secondary,69552389,149992,27912,215.65,40.13,18.61
Germany,Europe,High,76283348,51.77,34,49.02,9959,27880,20.92,9.62,3.98,24.44,15.75,72.83,47,61.4,22.17,Primary,37879117,81687,15201,215.65,40.13,18.61
Italy,South America,Low,61560189,75.21,38,22.45,6315,37210,33.59,16.84,6.37,64.03,41.08,58.66,54,83,78.14,Primary,30568213,65921,12267,215.65,40.13,18.61
United States,Asia,Medium,12350730,44.85,42,77.3,9909,44667,12.28,28.9,9.48,67.85,44.58,22.91,69,60.42,35.2,Secondary,6132855,13225,2461,215.64,40.13,18.61
China,Asia,Medium,12326383,89.25,35,29.14,9640,32262,10.15,24.1,10.74,64.77,41.27,79.58,64,62.78,48.36,Secondary,6120765,13199,2456,215.64,40.13,18.61
Bangladesh,Africa,Medium,158453873,61.38,48,20.32,7746,38838,7.33,34.87,11.75,61.16,36.91,41.67,37,68.54,23.04,Secondary,78681560,169680,31576,215.65,40.13,18.61
Nigeria,Europe,Medium,150006114,79.3,41,65.79,5830,46152,45.6,36.56,6.26,27.24,16.17,17.51,33,84.09,89.82,Secondary,74486757,160633,29893,215.65,40.13,18.61
France,Africa,Low,105844954,30.6,34,21.36,2750,12806,13.89,16.11,9.99,70.53,14.4,88.13,34,61.66,32.35,Secondary,52558173,113344,21092,215.65,40.13,18.61
Pakistan,Africa,Low,25410687,56.53,26,59.2,7773,49413,10.04,31.87,13.61,78.81,20.3,57,58,80.48,85.45,Tertiary,12617883,27211,5063,215.65,40.13,18.61
Canada,Europe,Medium,179620222,60.59,44,54.23,4316,12228,38.43,18.22,12.89,64.87,48.26,17.76,31,92.17,30.1,Primary,89191883,192346,35794,215.65,40.13,18.61
Brazil,Europe,High,199956051,62.22,43,71.38,445,12129,40.16,22.71,2.38,58.11,17.13,21.1,33,90.33,34.48,Secondary,99289805,214122,39847,215.65,40.13,18.61
Russia,North America,Medium,87968591,56.09,37,89.48,6393,7161,5.86,37.1,8.69,46.61,31.87,36.13,35,50.6,43.87,Tertiary,43681520,94201,17530,215.65,40.13,18.61
Mexico,Africa,Medium,88947878,81.55,38,25.84,2784,46097,35.77,13.5,8.63,23.53,14.48,17.08,36,51.4,30.24,Secondary,44167792,95249,17725,215.65,40.13,18.61
Saudi Arabia,Asia,Medium,91648934,27.35,46,86.9,4845,33107,36.94,36.2,13.02,59.17,49.86,19.17,53,97.76,43.64,Secondary,45509024,98142,18263,215.65,40.13,18.61
Vietnam,North America,High,109552113,31.3,34,45.02,817,4618,15.54,30.38,5.78,48.89,17.53,55.23,35,58.14,40.13,Secondary,54398993,117313,21831,215.65,40.13,18.61
Bangladesh,Asia,Low,99715381,68.03,45,54.95,5146,2525,45.55,5.3,2.04,23.34,38.95,63.56,41,83.43,72.65,Primary,49514484,106780,19871,215.65,40.13,18.61
Argentina,Europe,High,182623425,65.83,49,46,3895,13973,37.09,33.12,2.21,31.64,15.46,38.05,35,68,51.55,Secondary,90683148,195562,36393,215.65,40.13,18.61
South Africa,Oceania,High,165880219,75.74,35,85.52,531,13722,8.51,22.94,2.42,77.34,25.05,71.03,53,98.85,31.64,Secondary,82369173,177632,33056,215.65,40.13,18.61
Vietnam,Africa,Low,13663473,52.88,47,58.97,3401,30763,29.86,33.49,8.81,48.8,13.18,72.82,35,68.31,76.42,Tertiary,6784708,14631,2722,215.65,40.12,18.6
Bangladesh,Asia,High,43259225,30.51,41,50.58,8220,27557,49.34,24.48,0.37,66.45,36.31,19.81,42,78.88,50.68,Tertiary,21480720,46324,8620,215.65,40.13,18.61
Argentina,Europe,Low,53656561,44.57,42,36.29,6513,3912,30.84,36.69,2.56,37.32,19.66,25.19,50,69.72,62.99,Primary,26643602,57458,10692,215.65,40.13,18.61
Canada,Europe,Medium,130098619,76.42,46,37.26,731,37549,46.58,5.26,12.73,64.9,18.98,25.79,67,73.75,64.15,Secondary,64601528,139316,25926,215.65,40.13,18.61
Italy,Oceania,Medium,161460883,74.04,31,64.85,3764,37162,47.09,27.77,12.78,29.69,19.14,29.29,33,64.13,67.09,Secondary,80174715,172900,32175,215.65,40.13,18.61
Argentina,Europe,Low,196849038,10.47,27,39.95,2619,26755,31.32,39.91,11,65.83,13.23,23.48,47,68.02,70.96,Secondary,97746992,210795,39227,215.65,40.13,18.61
Canada,South America,Medium,196751606,75.1,32,79.62,5967,1528,23.93,23.08,0.4,44.21,49.01,74.97,35,79.51,54.08,Secondary,97698611,210691,39208,215.65,40.13,18.61
France,South America,Low,65371048,34.94,41,68.63,8577,26150,6.7,16.42,0.17,56.19,24.06,54.06,51,85.12,20.38,Primary,32460526,70002,13027,215.65,40.13,18.61
Nigeria,North America,Low,106709940,16.81,25,49.18,2102,36749,44,30.48,10.14,70.44,32.93,68.89,45,81.02,65.65,Primary,52987689,114270,21265,215.65,40.13,18.61
United States,Oceania,Medium,30177430,76.57,48,32.07,1629,34102,5.49,12.96,5.97,21.41,22.15,76.33,44,66.2,89.26,Tertiary,14984848,32315,6013,215.65,40.13,18.61
Argentina,North America,Medium,118256857,34.41,49,20.63,8574,17905,6.18,22.61,9.02,23.03,30.76,23.56,50,69.23,75.37,Primary,58721405,126635,23566,215.65,40.13,18.61
Mexico,Europe,Low,165816215,54.11,47,61.56,6718,42896,24.27,37.22,11.34,47.94,40.22,33.33,37,95.14,82.52,Secondary,82337391,177564,33043,215.65,40.13,18.61
Bangladesh,Asia,High,155226636,44.93,38,89.92,2779,14500,16.12,9.44,10.77,31.35,24.64,86.75,47,87.41,47.07,Secondary,77079049,166224,30933,215.65,40.13,18.61
South Korea,Asia,High,62101839,27.96,20,33.36,6458,41296,15.08,38.47,6.16,28.77,15.06,57.79,57,92.74,39.06,Secondary,30837173,66501,12375,215.65,40.13,18.61
France,North America,Medium,147416715,19.57,49,87.55,8953,3360,31.65,11.51,13.5,27.7,30.36,53.55,41,98.59,89.03,Secondary,73200969,157861,29377,215.65,40.13,18.61
Pakistan,North America,High,79615797,64.65,29,40.41,3736,36492,39.61,25.09,6.69,35.97,11.15,78.69,48,89.41,21.2,Tertiary,39533872,85256,15865,215.65,40.13,18.61
Russia,North America,High,149323531,52.82,20,57.42,8973,43315,26.38,12.78,9.22,74.93,16.06,38.41,32,65.92,64.41,Primary,74147814,159903,29757,215.65,40.13,18.61
Nigeria,North America,High,4732403,55.22,36,52.39,6234,30995,9.08,29.29,11.81,51.01,13.52,81.87,56,68.16,28.94,Tertiary,2349913,5067,942,215.63,40.09,18.59
France,South America,Medium,122999266,70.35,30,83.14,9491,8194,39.6,9.72,6.03,33.92,17.87,62.08,67,91.92,31.68,Tertiary,61076286,131713,24511,215.65,40.13,18.61
Turkey,Asia,Medium,166028102,58.77,38,47.26,7346,40457,43.54,16.63,12.76,23.42,20.08,36.08,54,92.82,72.93,Tertiary,82442605,177791,33086,215.65,40.13,18.61
Canada,Asia,Medium,25590044,39.08,38,30.66,1985,18542,9.34,18.82,8.98,79.28,36.21,12.94,59,82.22,59.3,Tertiary,12706944,27403,5099,215.65,40.13,18.61
India,Asia,High,57669405,24.25,38,24.99,1680,32761,42.66,8.38,7.41,41.2,16.92,48.13,50,98.44,53.96,Secondary,28636212,61755,11492,215.65,40.13,18.61
Vietnam,Asia,Medium,123490181,56.51,44,46.24,7365,31026,12.75,19.13,6.05,26.04,22.27,30.37,69,50.59,38.39,Primary,61320054,132239,24609,215.65,40.13,18.61
Egypt,Africa,Medium,14179577,70.6,42,68.19,8389,14244,30.55,10.96,11.24,28.84,26.96,85.57,54,78.54,50.08,Secondary,7040984,15184,2825,215.65,40.12,18.61
Nigeria,Asia,Low,103698582,19.33,47,35.45,802,47699,23.22,24.19,14.1,71.8,48.56,58.25,41,68.88,74.17,Tertiary,51492375,111045,20664,215.65,40.13,18.61
Germany,Oceania,High,67002021,76.27,49,36.57,7145,48366,16.74,21.7,2.75,76.5,37.22,22.29,64,89.74,71.3,Tertiary,33270399,71749,13352,215.65,40.13,18.61
Pakistan,Europe,High,23453585,18.77,34,22.4,2910,15846,14.3,37.8,0.85,73.44,20.95,62.04,55,81.12,83.47,Primary,11646068,25115,4673,215.65,40.13,18.61
Spain,South America,High,196040927,62.88,31,55.4,7331,5309,43.17,38.29,12.92,71.45,36.93,31.85,60,73.33,73.47,Tertiary,97345718,209930,39067,215.65,40.13,18.61
France,Asia,Medium,82815658,59.54,35,85.95,9548,49990,30.09,36.17,13.49,66.84,17.36,47.94,64,89.76,25.48,Secondary,41122789,88683,16503,215.65,40.13,18.61
United Kingdom,North America,High,149747052,79.19,20,54.64,2390,39607,24.09,34.1,7.74,56.56,29.96,74.35,34,81.16,25.14,Secondary,74358117,160356,29841,215.65,40.13,18.61
India,Europe,Medium,137209014,54.26,40,69.72,3547,19760,18.06,38.05,7.5,66.34,49.73,32.94,46,70.23,32.56,Primary,68132252,146930,27343,215.65,40.13,18.61
Egypt,North America,Low,162524916,20.85,35,22.86,573,17748,16.61,14.32,1.35,52.82,43.35,73.95,41,81.37,20.57,Secondary,80703070,174039,32387,215.65,40.13,18.61
Argentina,South America,Low,68702514,24.3,21,69.26,2442,18735,43.32,27.16,12.66,49.94,33.87,20.49,39,59.96,75.58,Tertiary,34114792,73570,13691,215.65,40.13,18.61
Canada,Africa,Medium,89847250,28.43,45,88.35,5978,33778,31.81,38.04,2,68.04,35.54,49.89,31,74.46,70.1,Tertiary,44614383,96212,17904,215.65,40.13,18.61
Germany,Asia,Medium,68764650,13.52,27,30.36,7173,49242,5.28,25.6,4.83,60.42,36.62,53.03,54,95.8,61.28,Tertiary,34145646,73636,13703,215.65,40.13,18.61
Nigeria,Africa,Low,16518473,14.63,31,76.63,4319,22024,10.07,14.08,9.78,65.9,20.25,59.25,38,73.82,33.03,Secondary,8202382,17688,3291,215.64,40.12,18.61
China,Africa,Low,125348382,87.17,42,46.26,6582,15794,11.63,12.06,5.15,46.38,28.33,63.3,45,93.46,23.84,Primary,62242759,134229,24979,215.65,40.13,18.61
Indonesia,Europe,Medium,12888385,84.76,23,51.43,8474,4232,5.55,32.87,9.29,37.47,32.49,32.63,59,73.9,89.04,Tertiary,6399832,13801,2568,215.65,40.13,18.61
Brazil,North America,Low,68324976,79.85,48,64.29,3094,35821,43.44,17.82,0.31,65.57,17.44,20.4,33,60.01,48.39,Tertiary,33927323,73165,13615,215.65,40.13,18.61
India,South America,High,48651168,28.9,28,79.27,2050,19505,14.5,36.03,5.19,33.26,31.64,82.75,54,63.09,84.97,Secondary,24158133,52098,9695,215.65,40.13,18.61
Bangladesh,Africa,Low,118354670,56.07,38,78.12,2844,43103,20.55,28.32,2.13,40.55,30.68,38.98,52,76.86,26.7,Secondary,58769974,126740,23585,215.65,40.13,18.61
Spain,Oceania,High,183736161,69.41,39,85.13,542,18171,30.55,25.15,3.08,67.08,17.5,89.97,65,73.01,77.8,Primary,91235686,196753,36614,215.65,40.13,18.61
Mexico,Europe,Low,135456962,75.35,39,40.34,9997,15750,15.94,10.19,10.46,30.67,22.23,27.23,50,80.77,32.81,Tertiary,67262257,145054,26993,215.65,40.13,18.61
China,South America,Low,93717389,78.02,35,36.77,8087,31678,22.29,37.41,0.31,42.1,33.33,70.18,50,54.23,41.93,Secondary,46536132,100357,18675,215.65,40.13,18.61
Japan,North America,Medium,51612808,42.72,48,45.19,8661,47537,32.12,5.78,3.88,35.41,27.8,82.1,30,57.12,78.09,Secondary,25628760,55269,10285,215.65,40.13,18.61
Egypt,Asia,High,93878153,44.18,48,85.33,6673,6093,10.28,22.64,7.45,55.52,40.2,36.32,55,95.55,61.24,Tertiary,46615961,100529,18707,215.65,40.13,18.61
China,Africa,Low,37045279,30.73,32,58.09,3953,35974,15.22,9.74,6.29,74.63,41.5,33.71,63,92.2,83.96,Tertiary,18395134,39669,7382,215.65,40.13,18.61
Vietnam,South America,Low,168900303,60.59,23,72.86,7737,25717,9.92,25.25,3.78,61.54,36.76,34.52,68,92.64,75.83,Tertiary,83868820,180866,33658,215.65,40.13,18.61
Japan,North America,High,164674179,45.62,36,85.99,6955,10255,26.94,38.54,13.32,70.08,36.75,35.07,55,84.29,45.19,Tertiary,81770304,176341,32816,215.65,40.13,18.61
India,South America,Medium,90637050,87.04,31,22.22,2183,21032,37.25,31.94,5.71,27.83,36.16,52.65,36,52.2,50.08,Secondary,45006565,97058,18062,215.65,40.13,18.61
Australia,South America,Medium,135027525,50.12,38,27.24,2091,44253,45.01,10.55,3.14,23.15,39.32,67.21,37,76.92,81.9,Primary,67049016,144594,26908,215.65,40.13,18.61
United States,South America,Medium,20996070,87.25,26,54.99,9656,20642,33.53,33.87,11.86,33.4,39.73,49.35,55,84.73,62.22,Tertiary,10425769,22483,4183,215.65,40.12,18.61
Nigeria,North America,High,95009416,54.99,47,43.39,2686,7804,25.33,15.59,10.09,76.52,37.11,75.63,31,51.28,21.18,Primary,47177699,101740,18933,215.65,40.13,18.61
Bangladesh,Africa,Medium,1008869,78.59,22,55.29,218,44256,32.72,12.48,0.22,46.48,17.36,57.53,48,93.87,72.94,Tertiary,500962,1080,200,215.59,39.92,18.52
Brazil,South America,Low,35160183,82.42,31,73.39,8228,26659,7.9,31.84,4.51,33.85,44.72,14.43,61,59.24,26.06,Primary,17459075,37651,7006,215.65,40.13,18.61
Spain,Oceania,Low,82809865,37.53,33,36.09,4477,47045,36.83,33.36,12.34,36.42,34.09,33,59,72.09,82.08,Primary,41119912,88676,16502,215.65,40.13,18.61
Bangladesh,Europe,Medium,143929749,72.15,42,60.08,7294,39941,23.8,14.82,5.91,59.91,14.39,62.33,63,58.78,56.19,Secondary,71469488,154127,28682,215.65,40.13,18.61
Germany,Europe,Medium,24349674,78.32,36,65.55,2442,40496,20.84,9.51,12.93,33.13,16.43,72.65,30,64.58,31.61,Primary,12091028,26074,4852,215.65,40.13,18.61
United States,Africa,Low,11699694,53.89,29,83.27,4946,37418,7.83,15.4,0.3,76.94,35.61,85.9,44,97.59,41.01,Secondary,5809578,12528,2331,215.64,40.12,18.61
Pakistan,North America,High,170686943,73.12,48,27.16,8664,38251,25.41,27.18,8,37.96,12.3,70.22,53,95.02,40.4,Secondary,84755991,182780,34014,215.65,40.13,18.61
Australia,Europe,Low,149894063,69.39,28,52.47,9767,18863,7.35,18.23,1.52,53.97,28.33,69.31,52,79.09,72.23,Tertiary,74431117,160514,29870,215.65,40.13,18.61
Saudi Arabia,Europe,Medium,15494890,24.85,38,64.47,544,15162,15.68,10.25,13.07,55.94,17.17,49.04,45,93.3,31.93,Primary,7694113,16592,3087,215.65,40.12,18.61
Pakistan,North America,Low,67782115,34.42,20,69.66,3256,26950,15.47,10.73,14.99,26.97,15.58,24.4,54,50.11,40.3,Tertiary,33657761,72584,13507,215.65,40.13,18.61
Russia,North America,Medium,173539162,58.92,28,69.1,7293,10133,8.44,35.53,7.73,61.3,11.57,67.42,50,73.72,81.29,Primary,86172283,185834,34582,215.65,40.13,18.61
Nigeria,Africa,High,108906103,56.77,38,64.16,184,40599,32.07,10.81,1.6,66.46,34.11,55.01,42,66.74,44.85,Primary,54078212,116622,21702,215.65,40.13,18.61
South Africa,Oceania,Low,92224714,37.7,20,55.6,4697,5900,8.19,22.67,0.55,32.92,29.48,10.75,58,53.81,23.29,Tertiary,45794932,98758,18378,215.65,40.13,18.61
Canada,North America,Medium,130753359,87.92,29,85.14,7666,18054,49,34.25,14.28,31.47,11.8,86.4,38,77.14,87.84,Primary,64926644,140017,26056,215.65,40.13,18.61
Saudi Arabia,Africa,Medium,57650843,12.15,39,62.22,410,11072,40.78,18.86,1.71,45.78,49.07,58.34,67,73.7,72.34,Tertiary,28626995,61735,11488,215.65,40.13,18.61
Italy,Africa,Medium,50588301,33.36,25,87.81,5259,48413,17.38,24.15,0.45,50.4,13.69,48.15,34,55.22,46.44,Tertiary,25120032,54172,10081,215.65,40.13,18.61
South Africa,Oceania,High,46774629,46.25,48,59.25,8898,7613,5.88,11.99,5.09,41.06,27.14,56.87,38,59.06,60.83,Primary,23226322,50088,9321,215.65,40.13,18.61
Germany,South America,Low,17172190,86.81,38,54.57,9541,44418,49.14,13.74,1.05,63.11,32.34,77.69,37,53.01,66.57,Primary,8526990,18388,3421,215.64,40.12,18.6
Spain,Africa,High,15303596,26.9,47,42.77,8945,48803,11.65,36.39,8.5,30.82,42.95,82.03,43,73.94,45.84,Secondary,7599125,16387,3049,215.64,40.12,18.61
Mexico,Oceania,Medium,99497091,57.36,22,61.26,2782,4399,13.62,22.83,6.71,67.2,35.3,72.88,59,86.38,89.01,Primary,49406090,106546,19827,215.65,40.13,18.61
United States,Asia,Medium,43232048,23.32,30,49.42,5736,15159,40.09,20.92,10.42,76.81,11.39,77.47,56,95.76,23.36,Tertiary,21467225,46295,8615,215.65,40.13,18.61
Turkey,Oceania,Medium,43952040,10.53,29,51.18,3167,18717,29.89,19.2,0.11,48.39,47.79,71.35,61,59.5,39.19,Primary,21824743,47066,8758,215.65,40.13,18.61
South Africa,South America,Medium,198486964,13.35,35,22.75,143,5562,19.1,10.74,1.21,63.15,37.3,79.13,63,79.76,60.32,Secondary,98560317,212549,39554,215.65,40.13,18.61
Indonesia,North America,Medium,77719796,23.58,33,68.39,131,33123,16.68,9.57,6.06,46.95,14.08,56.9,53,56.52,75.3,Primary,38592397,83226,15487,215.65,40.13,18.61
Germany,Africa,High,75431733,85.63,30,75.35,4261,18980,8.58,22.5,7.09,36.32,29,33.49,33,96.64,31.14,Secondary,37456241,80776,15032,215.65,40.13,18.61
United States,South America,Medium,60166489,59.29,41,52.99,4158,10765,11.2,34.23,5.07,53.12,48.8,60.17,37,62.12,84.5,Primary,29876159,64429,11989,215.65,40.13,18.61
Argentina,Oceania,High,193528258,11.59,30,76.48,3853,14601,20.65,35.95,10.81,49.87,40.77,75.29,61,91.95,80.03,Tertiary,96098032,207239,38566,215.65,40.13,18.61
United Kingdom,Asia,Low,45958229,39.21,21,35.4,9646,39938,43.9,7.42,11.44,58.99,32.58,35.42,69,72.11,69.66,Secondary,22820932,49214,9158,215.65,40.13,18.61
Nigeria,South America,High,61462277,10.58,48,73.1,2872,20227,12.91,5.75,12.26,39.16,19.32,57.89,32,52.21,43.02,Tertiary,30519594,65816,12248,215.65,40.13,18.61
Indonesia,North America,Low,2850266,84.67,45,75.27,6066,44846,47.34,30.9,10.13,66.43,30.42,16.7,51,67.54,65.81,Primary,1415322,3052,567,215.64,40.06,18.58
Japan,Africa,Low,75306895,72.5,22,71.04,1558,4847,5.16,26.78,9.07,73.01,41.03,57.24,43,67.89,89.66,Secondary,37394251,80642,15007,215.65,40.13,18.61
Saudi Arabia,South America,Low,38904149,53.84,46,71.72,2409,40890,30.45,8.46,14.12,42.78,29.32,72.8,44,83.87,60.32,Tertiary,19318171,41660,7752,215.65,40.13,18.61
Egypt,North America,Low,153054994,11.86,31,37.66,3067,43941,23.49,16.87,2.45,69.89,32.58,53.95,37,59.64,70.5,Tertiary,76000703,163898,30500,215.65,40.13,18.61
United States,Africa,High,83083030,65.48,27,44.26,4244,3614,36.97,20.12,3.58,36.34,28.31,38.78,47,53.63,79.78,Primary,41255554,88969,16556,215.65,40.13,18.61
China,South America,Low,189855363,24.46,26,63.85,9534,4547,28.85,30.53,0.46,53.61,36.82,11.62,36,65.85,86.5,Primary,94274226,203306,37834,215.65,40.13,18.61
China,Europe,Low,93512186,88.63,35,73.48,5535,15275,19.79,37.74,4.45,33.29,36.54,39.12,51,80.32,71.98,Secondary,46434237,100137,18635,215.65,40.13,18.61
United States,Europe,Low,165400716,81.52,23,22.42,5259,35892,15.3,27.64,0.34,37.04,45.64,61.77,53,92.74,34.27,Secondary,82131072,177119,32961,215.65,40.13,18.61
Spain,Asia,High,90644975,31.07,26,34.61,616,45297,27.83,25.22,9.67,77.57,36.85,43.06,64,50.38,57.21,Secondary,45010500,97067,18063,215.65,40.13,18.61
Indonesia,North America,High,114511044,33.26,30,26.8,8561,37823,47.77,19.36,14.35,44.82,28.66,86.25,31,51.87,68.73,Primary,56861391,122624,22819,215.65,40.13,18.61
Nigeria,Europe,Low,116131729,51.82,34,21.69,2279,44036,20.67,28.33,14.86,22.51,17.85,26.55,37,83.68,25.53,Tertiary,57666155,124359,23142,215.65,40.13,18.61
Spain,South America,Low,139494968,46.51,48,39.51,1442,41496,20.13,36.2,12.78,20.46,45.99,83.22,54,72.79,64.1,Primary,69267362,149378,27798,215.65,40.13,18.61
South Africa,Africa,Medium,196114606,86.79,41,48.03,4010,11259,39.53,10.91,10.52,52.69,47.05,11.91,51,94.83,37.16,Primary,97382304,210009,39081,215.65,40.13,18.61
Vietnam,Asia,Medium,113292566,59.83,26,85.79,2344,12683,11.97,9.17,12.03,63.92,15.33,49.13,65,69.22,36.1,Secondary,56256345,121319,22576,215.65,40.13,18.61
China,South America,Medium,114474037,38.3,20,57.86,1864,22088,15.01,31.3,7.98,22.17,31.97,25.96,61,91.42,78.12,Secondary,56843015,122584,22812,215.65,40.13,18.61
Vietnam,Asia,Medium,150869434,20.46,30,78.59,9718,39394,7.98,22.56,0.12,54.75,27.94,35.7,34,62.35,37.13,Secondary,74915445,161558,30065,215.65,40.13,18.61
Pakistan,Oceania,Medium,40665262,26.17,30,68.47,1879,9864,33.45,11.76,3.24,49.7,23.28,35.94,69,79.29,48.57,Primary,20192666,43546,8103,215.65,40.13,18.61
India,North America,Medium,63195466,56.11,40,20.36,8751,35759,32.89,36.56,0.08,46.29,35.19,76.93,41,74.29,53.28,Primary,31380223,67672,12593,215.65,40.13,18.61
Brazil,Africa,Medium,45456734,49.65,24,52.5,6549,3072,24.3,6.22,5.14,66.53,41.97,59.61,40,66.31,73.35,Secondary,22571911,48677,9058,215.65,40.13,18.61
Indonesia,Europe,High,110577102,63.73,35,37.86,2129,48669,35.03,22.29,2.42,22.99,26.67,17.16,59,90.51,78.19,Tertiary,54907960,118411,22035,215.65,40.13,18.61
India,South America,Medium,1956583,36.24,39,65.01,6691,9414,39.76,13.33,3.04,55.77,44.39,16.8,69,76.15,71.97,Primary,971557,2095,389,215.63,40.04,18.57
Indonesia,North America,Medium,171647789,20.58,38,50.77,8687,46274,26.17,27.38,11.89,76.44,34.53,60.18,52,59.2,27.55,Tertiary,85233107,183808,34205,215.65,40.13,18.61
Argentina,Africa,Medium,108792410,68.26,22,68.04,7491,25267,45.13,7.94,12.23,50.66,32.09,84.12,30,52.53,75.72,Primary,54021756,116500,21680,215.65,40.13,18.61
Pakistan,South America,High,83387315,49.56,45,59.58,832,28344,19.75,5.66,11.37,49.22,28.58,70.97,42,96.16,72.16,Secondary,41406650,89295,16617,215.65,40.13,18.61
Indonesia,Europe,Medium,84347236,50.25,31,23.2,3618,2629,32.73,38.51,14.1,56.81,15.28,49.5,67,71.16,86.42,Secondary,41883306,90323,16808,215.65,40.13,18.61
Nigeria,South America,Low,172022306,53.86,30,53.33,961,2773,36.71,32.8,1.55,72.62,44.04,88.2,63,86.62,55.44,Tertiary,85419076,184210,34280,215.65,40.13,18.61
United States,Africa,Medium,104474559,88.02,30,40.77,6505,16812,24.85,22.71,14.17,61.7,30.6,62.62,65,50.43,56.52,Primary,51877692,111876,20819,215.65,40.13,18.61
United States,Oceania,Medium,189495393,49.13,47,81.73,5048,13112,35.21,5.69,13.19,42.11,45.77,64.35,63,98.07,36.81,Secondary,94095480,202921,37762,215.65,40.13,18.61
Japan,North America,Medium,90740951,80.37,46,87.11,3401,1313,8.04,5.7,11.27,46.99,34.33,20.66,35,51.91,29.26,Tertiary,45058157,97169,18082,215.65,40.13,18.61
Germany,Asia,Low,82501030,81.73,36,67.69,4359,22694,31.9,7.43,1.38,51.54,31.38,37.38,59,51.34,28.6,Tertiary,40966558,88346,16440,215.65,40.13,18.61
Vietnam,Asia,Low,112514028,56.87,35,68.2,1191,33183,29.75,16.28,11.51,57.23,23.89,61.14,46,97.36,89.7,Primary,55869756,120485,22421,215.65,40.13,18.61
